label,x,y,score,class,year,citations,title,doi
Robert A. Wagner & Michael J. Fischer (1974),4915.573,-4162.289,0,1,1974,3045,The String-to-String Correction Problem,10.1145/321796.321811
Stefan Kurtz (2001),5288.824,-4569.606,0,1,2001,2698,REPuter: the manifold applications of repeat analysis on a genomic scale,10.1093/nar/29.22.4633
Dan Gusfield (1997),4154.277,-2852.485,0,1,1997,3053,"Algorithms on Strings, Trees and Sequences",10.1017/cbo9780511574931
Robert S. Boyer & J Strother Moore (1977),4104.771,-3248.914,0,1,1977,2280,A fast string searching algorithm,10.1145/359842.359859
Alfred V. Aho & Margaret J. Corasick (1975),3963.622,-2243.995,0,1,1975,2919,Efficient string matching,10.1145/360825.360855
Martin Porter (1980),797.501,2233.844,0,0,1980,8093,An algorithm for suffix stripping,10.1108/eb046814
David J. Lipman & William R. Pearson (1985),4529.177,-6196.225,0,1,1985,4080,Rapid and Sensitive Protein Similarity Searches,10.1126/science.2983426
Donald E. Knuth et al. (1977),3275.046,-2808.937,0.006,1,1977,2926,Fast Pattern Matching in Strings,10.1137/0206024
Alfred V. Aho et al. (1986),3237.319,-375.631,0,1,1986,8137,"Compilers: Principles, Techniques, and Tools",
Andrew McCallum & Kamal Nigam (1998),885.648,934.489,0.006,1,1998,3224,A comparison of event models for naive bayes text classification,
Peter F. Brown et al. (1993),-1810.104,4525.867,0,0,1993,4118,The mathematics of statistical machine translation: parameter estimation,
Stephen Robertson (2004),692.722,1804.538,0.021,1,2004,1516,Understanding inverse document frequency: on theoretical arguments for IDF,10.1108/00220410410560582
Robert M. Gray (2011),2464.23,-2395.928,0,4,2011,1792,Entropy and Information Theory,10.1007/978-1-4419-7970-4
Stanley F. Chen & Joshua Goodman (1999),-798.509,4344.033,0,0,1999,2064,An empirical study of smoothing techniques for language modeling,10.1006/csla.1999.0128
Slava M. Katz (1987),446.453,3585.572,0,0,1987,1648,Estimation of probabilities from sparse data for the language model component of a speech recognizer,10.1109/tassp.1987.1165125
Gerard Salton & Chris Buckley (1990),1907.582,1250.775,0.005,1,1990,1505,Improving retrieval performance by relevance feedback,10.1002/(sici)1097-4571(199006)41:4<288::aid-asi8>3.0.co;2-h
Peter F. Brown et al. (1990),-1229.008,4257.025,0.008,0,1990,1698,A statistical approach to machine translation,10.5555/92858.92860
David M. Blei & John Lafferty (2006),1231.134,1231.728,0.019,0,2006,2339,Dynamic topic models,10.1145/1143844.1143859
John Lafferty et al. (2001),-995.509,1984.557,0.028,0,2001,12978,Conditional Random Fields: Probabilistic Models for Segmenting and Labeling Sequence Data,
Guergana Savova et al. (2010),-189.892,2065.179,0,0,2010,1982,"Mayo clinical Text Analysis and Knowledge Extraction System (cTAKES): architecture, component evaluation and applications",10.1136/jamia.2009.001560
Tie‐Yan Liu (2010),468.779,1001.936,0.003,0,2010,1946,Learning to rank for information retrieval,10.1145/1835449.1835676
Chris Burges et al. (2005),-1329.466,1773.902,0,0,2005,2714,Learning to rank using gradient descent,10.1145/1102351.1102363
Zhe Cao et al. (2007),302.308,1008.352,0,0,2007,1934,Learning to rank,10.1145/1273496.1273513
Richard Durbin (1998),3210.011,-4126.763,0.009,1,1998,3654,Biological sequence analysis probabilistic models of proteins and nucleic acids,
Edoardo M. Airoldi et al. (2008),1477.712,1179.584,0.002,0,2008,1527,Mixed Membership Stochastic Blockmodels.,
William W. Cohen & Andrew Moore (2006),-149.718,1736.681,0.005,0,2006,2588,Proceedings of the 23rd international conference on Machine learning,
Thorsten Joachims et al. (2005),740.057,1025.597,0.006,0,2005,1386,Accurately interpreting clickthrough data as implicit feedback,10.1145/1076034.1076063
Thorsten Joachims (2002),189.775,386.884,0.005,0,2002,3901,Optimizing search engines using clickthrough data,10.1145/775047.775067
Mikhail Belkin et al. (2006),-886.495,-1245.943,0.006,0,2006,3266,Manifold Regularization: A Geometric Framework for Learning from Labeled and Unlabeled Examples,
John Blitzer et al. (2006),-2015.918,1939.608,0.007,0,2006,1556,Domain adaptation with structural correspondence learning,10.3115/1610075.1610094
Xiaojin Zhu & Andrew B. Goldberg (2009),-346.496,87.416,0.005,0,2009,1793,Introduction to Semi-Supervised Learning,10.1007/978-3-031-01548-9
Yu Zhang & Qiang Yang (2021),-1611.082,-203.224,0.009,0,2021,2015,A Survey on Multi-Task Learning,10.1109/tkde.2021.3070203
Carl Doersch et al. (2015),-5449.865,458.74,0.011,0,2015,2664,Unsupervised Visual Representation Learning by Context Prediction,10.1109/iccv.2015.167
Theodoros Evgeniou & Massimiliano Pontil (2004),-1702.717,-811.893,0.001,0,2004,1470,Regularized multi--task learning,10.1145/1014052.1014067
Andreas A. Argyriou et al. (2008),166.82,-819.059,0,0,2008,1372,Convex multi-task feature learning,10.1007/s10994-007-5040-8
Ji Liu et al. (2012),-1826.32,-4547.371,0,0,2012,2040,Tensor Completion for Estimating Missing Values in Visual Data,10.1109/tpami.2012.39
Oleg Kuybeda et al. (2012),-1827.408,-5109.622,0.005,0,2012,2248,A collaborative framework for 3D alignment and classification of heterogeneous subvolumes in cryo-electron tomography,10.1016/j.jsb.2012.10.010
Carlo Tomasi & Takeo Kanade (1992),-2692.029,-4587.304,0.009,0,1992,2862,Shape and motion from image streams under orthography: a factorization method,10.1007/bf00129684
Shimon Ullman (1979),-1371.794,-3456.785,0,0,1979,1639,The Interpretation of Visual Motion,10.7551/mitpress/3877.001.0001
Jean‐Luc Starck et al. (2002),-1126.822,-6456.884,0.003,4,2002,2220,The curvelet transform for image denoising,10.1109/tip.2002.1014998
Stanley R. Deans (1983),-1148.686,-7140.829,0,4,1983,1804,The Radon Transform and Some of Its Applications,
Emmanuel J. Candès et al. (2006),-413.698,-6266.851,0.008,4,2006,7078,Stable signal recovery from incomplete and inaccurate measurements,10.1002/cpa.20124
Guangcan Liu et al. (2010),-1907.035,-3639.069,0.002,0,2010,1430,Robust Subspace Segmentation by Low-Rank Representation,
Shuhang Gu et al. (2014),-4484.649,-4764.974,0.002,0,2014,2226,Weighted Nuclear Norm Minimization with Application to Image Denoising,10.1109/cvpr.2014.366
Guangcan Liu et al. (2012),-2759.252,-3786.73,0.004,0,2012,3594,Robust Recovery of Subspace Structures by Low-Rank Representation,10.1109/tpami.2012.88
Sylvain Baillet et al. (2001),2827.889,3427.869,0.008,3,2001,1730,Electromagnetic brain mapping,10.1109/79.962275
François Tadel et al. (2011),3045.21,3881.379,0.002,3,2011,3784,Brainstorm: A User-Friendly Application for MEG/EEG Analysis,10.1155/2011/879716
Yingbo Hua & Tapan K. Sarkar (1990),4493.555,-1317.715,0,3,1990,1509,Matrix pencil method for estimating parameters of exponentially damped/undamped sinusoids in noise,10.1109/29.56027
Hamid Krim & Mats Viberg (1996),4119.135,471.606,0.002,3,1996,4602,Two decades of array signal processing research: the parametric approach,10.1109/79.526899
Don H. Johnson & Dan E. Dudgeon (1993),4585.877,619.867,0,3,1993,1939,Array Signal Processing: Concepts and Techniques,
David Blackwell (1953),3356.485,-3493.73,0,1,1953,1400,Equivalent Comparisons of Experiments,10.1214/aoms/1177729032
M. Wax & T. Kailath (1985),3497.448,-692.693,0.001,3,1985,3370,Detection of signals by information theoretic criteria,10.1109/tassp.1985.1164557
R. Roy & T. Kailath (1989),3874.371,-1504.984,0.001,3,1989,6955,ESPRIT-estimation of signal parameters via rotational invariance techniques,10.1109/29.32276
Harold Jeffreys (1946),4360.653,-3137.442,0,1,1946,2312,An invariant form for the prior probability in estimation problems,10.1098/rspa.1946.0056
Sung-Hyuk Cha (2007),3863.205,-2569.091,0,1,2007,1695,Comprehensive Survey on Distance/Similarity Measures between Probability Density Functions,
Thomas Bo Sørensen et al. (1948),2525.617,-1620.285,0,1,1948,2088,A method of establishing group of equal amplitude in plant sociobiology based on similarity of species content and its application to analyses of the vegetation on Danish commons,
E. T. Jaynes (1957),2241.539,-558.912,0.001,0,1957,12664,Information Theory and Statistical Mechanics,10.1103/physrev.106.620
Naftali Tishby et al. (2000),2452.826,822.25,0.001,1,2000,1848,The information bottleneck method,10.48550/arxiv.physics/0004057
Christine A. Skarda & Walter J. Freeman (1987),3376.535,1479.066,0.068,0,1987,2104,How brains make chaos in order to make sense of the world,10.1017/s0140525x00047336
David Ruelle & Floris Takens (1971),5593.643,-196.788,0,3,1971,1390,On the nature of turbulence,10.1007/bf01893621
David W. Tank & J. J. Hopfield (1986),2802.759,1727.916,0,0,1986,2179,"Simple 'neural' optimization networks: An A/D converter, signal decision circuit, and a linear programming circuit",10.1109/tcs.1986.1085953
Alan Prince & Paul Smolensky (2004),2798.94,4200.361,0,0,2004,4704,Optimality Theory: Constraint Interaction in Generative Grammar,10.1002/9780470756171.ch1
Elisabeth Selkirk (1986),3885.141,5423.716,0,3,1986,1548,On derived domains in sentence phonology,10.1017/s0952675700000695
Elisabeth Selkirk (1984),4106.428,5602.716,0.002,3,1984,3112,Phonology and Syntax: The Relation between Sound and Structure,
Leon O. Chua & L. Yang (1988),2417.499,1701.417,0.003,0,1988,4749,Cellular neural networks: theory,10.1109/31.7600
A. Sherstinsky (2020),-725.853,2988.076,0,0,2020,5129,Fundamentals of Recurrent Neural Network (RNN) and Long Short-Term Memory (LSTM) network,10.1016/j.physd.2019.132306
Unknown (1998),4487.183,1547.142,0,3,1998,4494,Nonlinear Dynamics and Chaos,10.1142/3481
J. J. Hopfield & David W. Tank (1985),2803.995,1633.507,0.001,0,1985,5989,“Neural” computation of decisions in optimization problems,10.1007/bf00339943
Bart Kosko (1988),3288.813,1384.994,0.005,0,1988,2052,Bidirectional associative memories,10.1109/21.87054
Q. Zhang & Albert Benveniste (1992),1396.442,-2857.86,0.002,0,1992,2077,Wavelet networks,10.1109/72.165591
James Kirkpatrick et al. (2017),-2367.487,2249.16,0.014,0,2017,6704,Overcoming catastrophic forgetting in neural networks,10.1073/pnas.1611835114
Kurt Hornik et al. (1990),1786.764,246.246,0.004,0,1990,2097,Universal approximation of an unknown mapping and its derivatives using multilayer feedforward networks,10.1016/0893-6080(90)90005-6
Unknown (2003),-129.568,715.736,0,0,2003,1673,"Proceedings of the International Joint Conference on Neural Networks, 2003.",10.1109/ijcnn.2003
Unknown (2018),-612.985,473.191,0,0,2018,3763,Neural Information Processing Systems,10.7551/mitpress/11474.003.0014
Jiequn Han et al. (2018),-2407.653,1099.12,0.001,0,2018,1636,Solving high-dimensional partial differential equations using deep learning,10.1073/pnas.1718942115
Justin Sirignano & Konstantinos Spiliopoulos (2018),-843.497,677.716,0.001,0,2018,2033,DGM: A deep learning algorithm for solving partial differential equations,10.1016/j.jcp.2018.08.029
Peter L. Bartlett & Shahar Mendelson (2001),781.584,-785.031,0,1,2001,2111,Rademacher and Gaussian Complexities: Risk Bounds and Structural Results,10.1007/3-540-44581-1_15
Unknown (2004),-312.982,-328.782,0,0,2004,7998,Independent Component Analysis,10.7551/mitpress/3717.003.0014
Bernhard Schölkopf et al. (1997),-354.825,-942.723,0.003,1,1997,1902,Kernel principal component analysis,10.1007/bfb0020217
Karsten Borgwardt et al. (2006),-190.882,-867.673,0.013,1,2006,1678,Integrating structured biological data by Kernel Maximum Mean Discrepancy,10.1093/bioinformatics/btl242
Zichao Yang et al. (2016),-4094.611,1970.822,0.034,0,2016,2056,Stacked Attention Networks for Image Question Answering,10.1109/cvpr.2016.10
Bernhard Schölkopf et al. (1999),2.538,-795.171,0.011,1,1999,2061,Support Vector Method for Novelty Detection,
Zichao Yang et al. (2016),-2610.651,3175.323,0.015,0,2016,4744,Hierarchical Attention Networks for Document Classification,10.18653/v1/n16-1174
Todd R. Golub et al. (1999),3107.609,-3504.571,0.037,1,1999,11574,Molecular Classification of Cancer: Class Discovery and Class Prediction by Gene Expression Monitoring,10.1126/science.286.5439.531
Michiel de Hoon et al. (2004),3534.582,-2861.536,0,1,2004,3132,Open source clustering software,10.1093/bioinformatics/bth078
Dengyong Zhou et al. (2003),-882.872,-297.291,0.019,0,2003,3732,Learning with Local and Global Consistency,
Mehmet Gönen & Ethem Alpaydın (2011),-647.651,-39.373,0,0,2011,1710,Multiple Kernel Learning Algorithms,
Vladimir Vapnik (1995),658.753,-1842.5,0.003,1,1995,2294,The Nature of Statistical Learning,
Vladimir Vapnik et al. (1996),185.875,-1385.109,0.009,1,1996,2702,"Support Vector Method for Function Approximation, Regression Estimation and Signal Processing",
Stephan R. Sain & Vladimir Vapnik (1996),731.386,-1729.061,0.002,1,1996,4092,The Nature of Statistical Learning Theory,10.2307/1271324
Stephan R. Sain (1996),2214.665,-1910.357,0,1,1996,1361,The Nature of Statistical Learning Theory,10.1080/00401706.1996.10484565
Géraud Blatman & Bruno Sudret (2010),1437.02,-3675.265,0,1,2010,1399,Adaptive sparse polynomial chaos expansion based on least angle regression,10.1016/j.jcp.2010.12.021
Vladimir Cherkassky & Yunqian Ma (2003),1147.582,-2535.219,0,1,2003,2009,Practical selection of SVM parameters and noise estimation for SVM regression,10.1016/s0893-6080(03)00169-2
Vojtěch Havlíček et al. (2019),857.317,-2583.04,0.002,1,2019,2114,Supervised learning with quantum-enhanced feature spaces,10.1038/s41586-019-0980-2
Unknown (2005),-2238.437,-2142.636,0,0,2005,1750,"Learning with Kernels: Support Vector Machines, Regularization, Optimization, and Beyond",10.1109/tnn.2005.848998
Gary W. Hughes (1968),907.274,-2712.338,0,1,1968,2804,On the mean accuracy of statistical pattern recognizers,10.1109/tit.1968.1054102
Chenn‐Jung Huang et al. (2002),1946.065,-2478.466,0.016,1,2002,1756,An assessment of support vector machines for land cover classification,10.1080/01431160110040323
Unknown (1989),3452.911,-1988.32,0,2,1989,2324,Adaptive pattern recognition and neural networks,10.5860/choice.26-6311
Giorgos Mountrakis et al. (2010),501.472,-2091.007,0,1,2010,3252,Support vector machines in remote sensing: A review,10.1016/j.isprsjprs.2010.11.001
Asa Ben‐Hur et al. (2002),1285.257,-2128.819,0.006,1,2002,1356,Support vector clustering,10.5555/944790.944807
М.А. Айзерман (1964),893.446,-1170.641,0,1,1964,1494,Theoretical Foundations of the Potential Function Method in Pattern Recognition Learning,
Johan A. K. Suykens et al. (2002),2369.91,-1568.464,0.005,0,2002,3628,Least Squares Support Vector Machines,10.1142/5089
Farid Melgani & Lorenzo Bruzzone (2004),130.514,-2565.468,0.003,1,2004,4245,Classification of hyperspectral remote sensing images with support vector machines,10.1109/tgrs.2004.831865
José M. Bioucas‐Dias et al. (2013),158.278,-3897.111,0.021,1,2013,2041,Hyperspectral Remote Sensing Data Analysis and Future Challenges,10.1109/mgrs.2013.2244672
Michael E. Winter (1999),610.517,-4793.162,0,1,1999,1360,&lt;title&gt;N-FINDR: an algorithm for fast autonomous spectral end-member determination in hyperspectral data&lt;/title&gt;,10.1117/12.366289
Daniel Svozil et al. (1997),1001.332,389.772,0.003,0,1997,1564,Introduction to multi-layer feed-forward neural networks,10.1016/s0169-7439(97)00061-0
Tadeusz Wilusz (1995),1410.771,671.52,0,0,1995,2883,Neural networks — A comprehensive foundation,10.1016/0925-2312(95)90026-8
Timothy Masters (1993),2042.736,530.853,0,0,1993,1653,Practical neural network recipes in C,
M.H. Hassoun (1996),2470.35,220.527,0,0,1996,1889,Fundamentals of Artificial Neural Networks,10.1109/jproc.1996.503146
Jacek M. Żurada (1992),1977.933,1006.966,0,0,1992,2287,Introduction to artificial neural systems,
Jack V. Tu (1996),1296.758,-163.983,0,0,1996,1812,Advantages and disadvantages of using artificial neural networks versus logistic regression for predicting medical outcomes,10.1016/s0895-4356(96)00002-9
Snežana Agatonović-Kuštrin & Rosemary Beresford (2000),1732.223,-54.703,0,0,2000,1861,Basic concepts of artificial neural network (ANN) modeling and its application in pharmaceutical research,10.1016/s0731-7085(99)00272-1
Dzung L. Pham et al. (2000),359.629,-2017.118,0.002,0,2000,2277,Current Methods in Medical Image Segmentation,10.1146/annurev.bioeng.2.1.315
Sandra Lawrence et al. (1997),-1438.694,-1189.991,0.01,0,1997,3093,Face recognition: a convolutional neural-network approach,10.1109/72.554195
Mikhail Belkin & Partha Niyogi (2003),-860.646,-2073.144,0.025,0,2003,7580,Laplacian Eigenmaps for Dimensionality Reduction and Data Representation,10.1162/089976603321780317
J Figueroa Nazuno (2000),-757.122,-914.487,0,0,2000,3192,"Haykin, Simon. Neural networks: A comprehensive foundation, Prentice Hall, Inc. Segunda Edición, 1999",
